geo;freq;siec;nrg_cons;unit;tax;currency;period;value;year;semester
CZ;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0951;2012;S2
DE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1269;2012;S2
DK;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0884;2012;S2
EA;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1268;2012;S2
EE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0706;2012;S2
EL;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1062;2012;S2
ES;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1461;2012;S2
FI;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0777;2012;S2
FR;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0917;2012;S2
HR;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1012;2012;S2
HU;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1246;2012;S2
IE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1517;2012;S2
IS;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0716;2012;S2
IT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.2091;2012;S2
LT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.097;2012;S2
LU;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1217;2012;S2
LV;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.104;2012;S2
ME;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0756;2012;S2
MK;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0369;2012;S2
MT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.3379;2012;S2
NL;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1423;2012;S2
NO;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.07;2012;S2
PL;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1089;2012;S2
PT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1064;2012;S2
RO;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.0732;2012;S2
SE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.095;2012;S2
SI;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1015;2012;S2
SK;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1093;2012;S2
TR;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.117;2012;S2
UK;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2012-S2;0.1428;2012;S2
AL;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0973;2012;S2
AT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1366;2012;S2
BA;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0596;2012;S2
BE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1337;2012;S2
BG;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0807;2012;S2
CY;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.2504;2012;S2
CZ;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0963;2012;S2
DE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.2052;2012;S2
DK;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.2083;2012;S2
EA;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1673;2012;S2
EE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0847;2012;S2
EL;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.148;2012;S2
ES;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1535;2012;S2
FI;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0947;2012;S2
FR;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1136;2012;S2
HR;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1018;2012;S2
HU;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1297;2012;S2
IE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1527;2012;S2
IS;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0724;2012;S2
IT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.2878;2012;S2
LT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.097;2012;S2
LU;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1349;2012;S2
LV;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1216;2012;S2
ME;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.075;2012;S2
MK;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0671;2012;S2
MT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.3379;2012;S2
NL;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1737;2012;S2
NO;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.0854;2012;S2
PL;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1137;2012;S2
PT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1514;2012;S2
RO;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.085;2012;S2
SE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1272;2012;S2
SI;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1069;2012;S2
SK;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1124;2012;S2
TR;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1246;2012;S2
UK;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2012-S2;0.1428;2012;S2
AL;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.1167;2012;S2
AT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.2988;2012;S2
BA;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.195;2012;S2
BE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.3102;2012;S2
BG;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.0957;2012;S2
CY;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.3179;2012;S2
CZ;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.2921;2012;S2
DE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.4028;2012;S2
DK;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.3278;2012;S2
EA;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.3171;2012;S2
EE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.1152;2012;S2
EL;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.1583;2012;S2
ES;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.3726;2012;S2
FI;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.292;2012;S2
FR;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.2604;2012;S2
HR;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.231;2012;S2
HU;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.1778;2012;S2
IE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.5901;2012;S2
IS;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.2101;2012;S2
IT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.2661;2012;S2
LT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.1312;2012;S2
LU;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.2429;2012;S2
LV;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.1181;2012;S2
ME;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.1768;2012;S2
MK;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.0791;2012;S2
MT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.4386;2012;S2
NO;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.4534;2012;S2
PL;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.188;2012;S2
PT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.3341;2012;S2
RO;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.11;2012;S2
SE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.3611;2012;S2
SI;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.2268;2012;S2
SK;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.263;2012;S2
TR;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.1483;2012;S2
UK;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2012-S2;0.2019;2012;S2
AL;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.0973;2012;S2
AT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.205;2012;S2
BA;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1667;2012;S2
BE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.239;2012;S2
BG;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.0798;2012;S2
CY;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2643;2012;S2
CZ;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2424;2012;S2
DE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2546;2012;S2
DK;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1307;2012;S2
EA;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2367;2012;S2
EE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.0818;2012;S2
EL;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1233;2012;S2
ES;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.293;2012;S2
FI;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2203;2012;S2
FR;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2108;2012;S2
HR;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1842;2012;S2
HU;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1359;2012;S2
IE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.4771;2012;S2
IS;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1666;2012;S2
IT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1916;2012;S2
LT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1084;2012;S2
LU;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2159;2012;S2
LV;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.0799;2012;S2
ME;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1449;2012;S2
MK;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.0369;2012;S2
MT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.4166;2012;S2
NL;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.375;2012;S2
NO;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.3473;2012;S2
PL;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.148;2012;S2
PT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1995;2012;S2
RO;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.0768;2012;S2
SE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2567;2012;S2
SI;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1674;2012;S2
SK;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.2161;2012;S2
TR;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.118;2012;S2
UK;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2012-S2;0.1924;2012;S2
AL;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.0973;2012;S2
AT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.249;2012;S2
BA;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1667;2012;S2
BE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2564;2012;S2
BG;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.0798;2012;S2
CY;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2724;2012;S2
CZ;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2436;2012;S2
DE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.3385;2012;S2
DK;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2622;2012;S2
EA;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.272;2012;S2
EE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.096;2012;S2
EL;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1401;2012;S2
ES;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.3079;2012;S2
FI;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2374;2012;S2
FR;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2335;2012;S2
HR;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1848;2012;S2
HU;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1411;2012;S2
IE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.5199;2012;S2
IS;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1674;2012;S2
IT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2409;2012;S2
LT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1084;2012;S2
LU;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2291;2012;S2
LV;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.0975;2012;S2
ME;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1519;2012;S2
MK;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.0671;2012;S2
MT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.4166;2012;S2
NO;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.3627;2012;S2
PL;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1529;2012;S2
PT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.272;2012;S2
RO;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.0887;2012;S2
SE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2889;2012;S2
SI;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.189;2012;S2
SK;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.2192;2012;S2
TR;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1257;2012;S2
UK;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2012-S2;0.1924;2012;S2
AL;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1156;2013;S1
AT;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2364;2013;S1
BA;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.0914;2013;S1
BE;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2343;2013;S1
BG;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.0934;2013;S1
CY;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2743;2013;S1
CZ;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2179;2013;S1
DE;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.3169;2013;S1
DK;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.3304;2013;S1
EA;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2243;2013;S1
EE;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1392;2013;S1
EL;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.144;2013;S1
ES;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2434;2013;S1
FI;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2007;2013;S1
FR;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1744;2013;S1
HR;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1494;2013;S1
HU;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.147;2013;S1
IE;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2794;2013;S1
IS;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1322;2013;S1
IT;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1959;2013;S1
LT;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1393;2013;S1
LU;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1855;2013;S1
LV;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1307;2013;S1
ME;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1115;2013;S1
MK;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.0823;2013;S1
MT;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1896;2013;S1
NL;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1397;2013;S1
NO;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2893;2013;S1
PL;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1535;2013;S1
PT;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2304;2013;S1
RO;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1347;2013;S1
RS;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.0673;2013;S1
SE;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.2318;2013;S1
SI;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1885;2013;S1
SK;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1918;2013;S1
TR;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1498;2013;S1
UK;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.1893;2013;S1
XK;S;E7000;KWH1000-2499;KWH;I_TAX;EUR;2013-S1;0.0562;2013;S1
AL;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.0963;2013;S1
AT;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1593;2013;S1
BA;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.0781;2013;S1
BE;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1742;2013;S1
BG;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.0778;2013;S1
CY;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.2263;2013;S1
CZ;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.179;2013;S1
DE;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1702;2013;S1
DK;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1307;2013;S1
EA;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1529;2013;S1
EE;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1028;2013;S1
EL;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.109;2013;S1
ES;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1913;2013;S1
FI;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1449;2013;S1
FR;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1256;2013;S1
HR;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1188;2013;S1
HU;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1118;2013;S1
IE;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.2317;2013;S1
IS;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1046;2013;S1
IT;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1381;2013;S1
LT;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.088;2013;S1
LU;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1625;2013;S1
LV;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.0904;2013;S1
ME;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.0948;2013;S1
MK;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.039;2013;S1
MT;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1806;2013;S1
NL;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1863;2013;S1
NO;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.216;2013;S1
PL;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.12;2013;S1
PT;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1308;2013;S1
RO;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.091;2013;S1
RS;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.0558;2013;S1
SE;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1532;2013;S1
SI;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1319;2013;S1
SK;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1567;2013;S1
TR;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1189;2013;S1
UK;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.1804;2013;S1
XK;S;E7000;KWH1000-2499;KWH;X_TAX;EUR;2013-S1;0.0406;2013;S1
AL;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.0963;2013;S1
AT;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.197;2013;S1
BA;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.0781;2013;S1
BE;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1921;2013;S1
BG;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.0778;2013;S1
CY;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.2338;2013;S1
CZ;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1802;2013;S1
DE;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.2663;2013;S1
DK;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.2643;2013;S1
EA;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1905;2013;S1
EE;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.116;2013;S1
EL;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1274;2013;S1
ES;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.2011;2013;S1
FI;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1619;2013;S1
FR;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1507;2013;S1
HR;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1195;2013;S1
HU;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1168;2013;S1
IE;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.2462;2013;S1
IS;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1054;2013;S1
IT;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.178;2013;S1
LT;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1152;2013;S1
LU;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1749;2013;S1
LV;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.108;2013;S1
ME;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.0958;2013;S1
MK;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.0698;2013;S1
MT;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1806;2013;S1
NL;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1155;2013;S1
NO;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.2315;2013;S1
PL;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1248;2013;S1
PT;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1876;2013;S1
RO;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1086;2013;S1
RS;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.0561;2013;S1
SE;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1854;2013;S1
SI;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1571;2013;S1
SK;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1598;2013;S1
TR;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1269;2013;S1
UK;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2013-S1;0.1804;2013;S1
